population,deltafitness
aLHmX_Inn,0.169590183
aLHmX_Inn,0.043044055
aLHmX_Inn,-0.005556397
aLHmX_Inn,-0.064094094
aLHmX_Inn,0.119563356
aLHmX_Inn,0.157737819
aLHmX_Inn,-0.039003893
aLHmX_Inn,0.071007241
aLHmX_Inn,0.132188165
aLHmX_Inn,0.033468532
aLHmX_Inn,0.136616175
aLHmX_Inn,-0.001648725
aLHmX_Inn,0.128612035
aLHmX_Inn,0.017613185
aLHmX_Inn,0.034906844
aLHmX_Inn,-0.038264228
aLHmX_Inn,0.018067966
aLHmX_Inn,0.130415753
aLHmX_Inn,0.069898084
aLHmX_Inn,0.036515983
aLHmX_Inn,0.182371938
aLHmX_Inn,0.037794053
aLHmX_Inn,-0.045983157
aLHmX_Inn,0.102030435
aLHmX_Inn,0.156947826
aLHmX_Inn,0.192603401
aLHmX_Inn,0.020562122
aLHmX_Inn,0.029652374
aLHmX_Inn,0.04700585
aLHmX_Inn,0.082105938
aLHmX_Inn,0.168843729
aLHmX_Inn,0.005442404
aLHmX_Inn,0.022387104
aLHmX_Inn,0.083806128
aLHmX_Inn,0.055363015
aLHmX_Inn,0.020426762
aLHmX_Inn,0.0197399
aLHmX_Inn,0.198924645
aLHmX_Inn,0.018002127
aLHmX_Inn,0.135848968
aLHmX_Inn,0.02092622
aLHmX_Inn,0.011148601
aLHmX_Inn,0.146779489
aLHmX_Inn,0.097103401
aLHmX_Inn,0.087263818
aLHmX_Inn,0.047463924
aLHmX_Inn,0.014078375
aLHmX_Inn,0.038700292
aLHmX_Inn,0.133646138
aLHmX_Inn,0.119087995
aLHmX_Inn,0.134721642
aLHmX_Inn,0.153130034
aLHmX_Inn,0.058800639
aLHmX_Inn,0.029052739
aLHmX_Inn,0.11880622
aLHmX_Inn,-0.006046722
aLHmX_Inn,-0.039059344
aLHmX_Inn,0.038335798
aLHmX_Inn,0.066062293
aLHmX_Inn,0.066387404
aLHmX_Inn,-0.006964144
aLHmX_Inn,0.060674502
aLHmX_Inn,0.073007827
aLHmX_Inn,0.005713553
aLHmX_Inn,0.02967339
aLHmX_Inn,0.082469713
aLHmX_Inn,0.050750806
aLHmX_Inn,0.022201516
aLHmX_Inn,0.086842737
aLHmX_Inn,0.056895639
aLHmX_Inn,0.01326663
aLHmX_Inn,0.039259678
aLHmX_Inn,0.111646207
aLHmX_Inn,0.061992911
aLHmX_Inn,0.052765
aLHmX_Inn,0.058605183
aLHmX_Inn,0.08655333
aLHmX_Inn,0.086518498
aLHmX_Inn,0.112980822
aLHmX_Inn,0.079867384
aLHmX_Inn,0.048519302
aLHmX_Inn,0.095408289
aLHmX_Inn,0.091037783
aLHmX_Inn,-0.025126895
aLHmX_Inn,0.011134546
aLHmX_Inn,0.028887586
aLHmX_Inn,0.138966523
